Deck Name,Card Name,Quantity,Type
Ethan-Jones,Pawpatch Formation,3,Sideboard
Etienne-Eggenschwiler,Adarkar Wastes,2,Mainboard
Etienne-Eggenschwiler,Caves of Koilos,3,Mainboard
Etienne-Eggenschwiler,Concealed Courtyard,4,Mainboard
Etienne-Eggenschwiler,Darkslick Shores,4,Mainboard
Etienne-Eggenschwiler,Destroy Evil,1,Mainboard
Etienne-Eggenschwiler,Fear of Isolation,4,Mainboard
Etienne-Eggenschwiler,Go for the Throat,1,Mainboard
Etienne-Eggenschwiler,Hopeless Nightmare,4,Mainboard
Etienne-Eggenschwiler,"Kaito, Bane of Nightmares",3,Mainboard
Etienne-Eggenschwiler,Momentum Breaker,1,Mainboard
Etienne-Eggenschwiler,Nowhere to Run,4,Mainboard
Etienne-Eggenschwiler,Nurturing Pixie,4,Mainboard
Etienne-Eggenschwiler,Optimistic Scavenger,4,Mainboard
Etienne-Eggenschwiler,Overlord of the Balemurk,1,Mainboard
Etienne-Eggenschwiler,Restless Anchorage,2,Mainboard
Etienne-Eggenschwiler,Seachrome Coast,4,Mainboard
Etienne-Eggenschwiler,Spell Pierce,2,Mainboard
Etienne-Eggenschwiler,Stormchaser's Talent,4,Mainboard
Etienne-Eggenschwiler,Swamp,1,Mainboard
Etienne-Eggenschwiler,This Town Ain't Big Enough,4,Mainboard
Etienne-Eggenschwiler,Underground River,3,Mainboard
Etienne-Eggenschwiler,Anoint with Affliction,1,Sideboard
Etienne-Eggenschwiler,Defiled Crypt // Cadaver Lab,1,Sideboard
Etienne-Eggenschwiler,Destroy Evil,2,Sideboard
Etienne-Eggenschwiler,Dreams of Steel and Oil,2,Sideboard
Etienne-Eggenschwiler,Ghost Vacuum,2,Sideboard
Etienne-Eggenschwiler,Grim Bauble,2,Sideboard
Etienne-Eggenschwiler,Loran of the Third Path,1,Sideboard
Etienne-Eggenschwiler,Overlord of the Balemurk,1,Sideboard
Etienne-Eggenschwiler,Pest Control,2,Sideboard
Etienne-Eggenschwiler,Temporary Lockdown,1,Sideboard
Fran-Hergueta,Island,4,Mainboard
Fran-Hergueta,Soul Partition,2,Mainboard
Fran-Hergueta,Helping Hand,4,Mainboard
Fran-Hergueta,Recommission,2,Mainboard
Fran-Hergueta,Haughty Djinn,4,Mainboard
Fran-Hergueta,Founding the Third Path,4,Mainboard
Fran-Hergueta,Chart a Course,4,Mainboard
Fran-Hergueta,Moment of Truth,4,Mainboard
Fran-Hergueta,Picklock Prankster,4,Mainboard
Fran-Hergueta,Abhorrent Oculus,4,Mainboard
Fran-Hergueta,Adarkar Wastes,2,Mainboard
Fran-Hergueta,Floodfarm Verge,4,Mainboard
Fran-Hergueta,Meticulous Archive,4,Mainboard
Fran-Hergueta,Seachrome Coast,4,Mainboard
Fran-Hergueta,Plains,2,Mainboard
Fran-Hergueta,Temporary Lockdown,2,Mainboard
Fran-Hergueta,Thundering Falls,1,Mainboard
Fran-Hergueta,Bounce Off,2,Mainboard
Fran-Hergueta,Spell Pierce,3,Mainboard
Fran-Hergueta,Destroy Evil,1,Sideboard
Fran-Hergueta,Exorcise,2,Sideboard
Fran-Hergueta,Elspeth's Smite,3,Sideboard
Fran-Hergueta,Negate,2,Sideboard
Fran-Hergueta,Monastery Mentor,3,Sideboard
Fran-Hergueta,Temporary Lockdown,1,Sideboard
Fran-Hergueta,Spell Pierce,1,Sideboard
Fran-Hergueta,Ghost Vacuum,2,Sideboard
Francisco-Sánchez,Shoot the Sheriff,1,Mainboard
Francisco-Sánchez,Blooming Marsh,4,Mainboard
Francisco-Sánchez,Cut Down,3,Mainboard
Francisco-Sánchez,Forest,3,Mainboard
Francisco-Sánchez,Gix's Command,2,Mainboard
Francisco-Sánchez,Go for the Throat,2,Mainboard
Francisco-Sánchez,Llanowar Elves,4,Mainboard
Francisco-Sánchez,Llanowar Wastes,4,Mainboard
Francisco-Sánchez,Maelstrom Pulse,2,Mainboard
Francisco-Sánchez,Mishra's Foundry,2,Mainboard
Francisco-Sánchez,Mosswood Dreadknight,4,Mainboard
Francisco-Sánchez,Debris Beetle,4,Mainboard
Francisco-Sánchez,Preacher of the Schism,4,Mainboard
Francisco-Sánchez,Restless Cottage,4,Mainboard
Francisco-Sánchez,Sentinel of the Nameless City,3,Mainboard
Francisco-Sánchez,Tear Asunder,1,Mainboard
Francisco-Sánchez,"Sheoldred, the Apocalypse",2,Mainboard
Francisco-Sánchez,Cease,1,Mainboard
Francisco-Sánchez,Wastewood Verge,4,Mainboard
Francisco-Sánchez,Swamp,4,Mainboard
Francisco-Sánchez,Scavenging Ooze,2,Mainboard
Francisco-Sánchez,Duress,3,Sideboard
Francisco-Sánchez,Malicious Eclipse,2,Sideboard
Francisco-Sánchez,Harvester of Misery,1,Sideboard
Francisco-Sánchez,Anoint with Affliction,1,Sideboard
Francisco-Sánchez,"Nissa, Ascended Animist",2,Sideboard
Francisco-Sánchez,Tear Asunder,1,Sideboard
Francisco-Sánchez,Season of Gathering,1,Sideboard
Francisco-Sánchez,Tranquil Frillback,1,Sideboard
Francisco-Sánchez,Obstinate Baloth,2,Sideboard
Francisco-Sánchez,Ghost Vacuum,1,Sideboard
Fu-Yu,Heartfire Hero,4,Mainboard
Fu-Yu,Forest,1,Mainboard
Fu-Yu,Emberheart Challenger,4,Mainboard
Fu-Yu,Manifold Mouse,4,Mainboard
Fu-Yu,Screaming Nemesis,3,Mainboard
Fu-Yu,Pawpatch Recruit,4,Mainboard
Fu-Yu,Mountain,7,Mainboard
Fu-Yu,Questing Druid,3,Mainboard
Fu-Yu,Torch the Tower,4,Mainboard
Fu-Yu,Burst Lightning,4,Mainboard
Fu-Yu,Obliterating Bolt,1,Mainboard
Fu-Yu,Innkeeper's Talent,2,Mainboard
Fu-Yu,Monstrous Rage,4,Mainboard
Fu-Yu,Copperline Gorge,4,Mainboard
Fu-Yu,Restless Ridgeline,1,Mainboard
Fu-Yu,Thornspire Verge,4,Mainboard
Fu-Yu,Karplusan Forest,4,Mainboard
Fu-Yu,Rockface Village,1,Mainboard
Fu-Yu,Soulstone Sanctuary,1,Mainboard
Fu-Yu,Lithomantic Barrage,4,Sideboard
Fu-Yu,Sentinel of the Nameless City,1,Sideboard
Fu-Yu,Ghost Vacuum,1,Sideboard
Fu-Yu,Questing Druid // Seek the Beast,1,Sideboard
Fu-Yu,Screaming Nemesis,1,Sideboard
Fu-Yu,Pyroclasm,1,Sideboard
Fu-Yu,Sunspine Lynx,2,Sideboard
Fu-Yu,Pawpatch Formation,2,Sideboard
Fu-Yu,Obliterating Bolt,1,Sideboard
Fu-Yu,Scorching Shot,1,Sideboard
Fuqi-Li,Anoint with Affliction,1,Mainboard
Fuqi-Li,Cut Down,3,Mainboard
Fuqi-Li,Darkslick Shores,4,Mainboard
Fuqi-Li,Deep-Cavern Bat,4,Mainboard
Fuqi-Li,Enduring Curiosity,3,Mainboard
Fuqi-Li,Floodpits Drowner,4,Mainboard
Fuqi-Li,Gloomlake Verge,4,Mainboard
Fuqi-Li,Go for the Throat,3,Mainboard
Fuqi-Li,Island,4,Mainboard
Fuqi-Li,"Kaito, Bane of Nightmares",3,Mainboard
Fuqi-Li,Mockingbird,2,Mainboard
Fuqi-Li,Oildeep Gearhulk,2,Mainboard
Fuqi-Li,Phantom Interference,1,Mainboard
Fuqi-Li,Preacher of the Schism,3,Mainboard
Fuqi-Li,Restless Reef,3,Mainboard
Fuqi-Li,Shoot the Sheriff,1,Mainboard
Fuqi-Li,Soulstone Sanctuary,2,Mainboard
Fuqi-Li,Spyglass Siren,4,Mainboard
Fuqi-Li,Swamp,4,Mainboard
Fuqi-Li,Three Steps Ahead,1,Mainboard
Fuqi-Li,Underground River,4,Mainboard
Fuqi-Li,Blot Out,1,Sideboard
Fuqi-Li,Duress,2,Sideboard
Fuqi-Li,Ghost Vacuum,2,Sideboard
Fuqi-Li,Gix's Command,1,Sideboard
Fuqi-Li,Malicious Eclipse,1,Sideboard
Fuqi-Li,Negate,2,Sideboard
Fuqi-Li,"Sheoldred, the Apocalypse",1,Sideboard
Fuqi-Li,The Filigree Sylex,2,Sideboard
Fuqi-Li,Tishana's Tidebinder,3,Sideboard
Gabriel-Martinez,Seachrome Coast,4,Mainboard
Gabriel-Martinez,"Kaito, Bane of Nightmares",3,Mainboard
Gabriel-Martinez,Destroy Evil,2,Mainboard
Gabriel-Martinez,Fear of Isolation,4,Mainboard
Gabriel-Martinez,Floodfarm Verge,2,Mainboard
Gabriel-Martinez,Hopeless Nightmare,4,Mainboard
Gabriel-Martinez,Spiteful Hexmage,1,Mainboard
Gabriel-Martinez,Momentum Breaker,2,Mainboard
Gabriel-Martinez,Nowhere to Run,4,Mainboard
Gabriel-Martinez,Nurturing Pixie,4,Mainboard
Gabriel-Martinez,Optimistic Scavenger,4,Mainboard
Gabriel-Martinez,Plains,1,Mainboard
Gabriel-Martinez,Undercity Sewers,2,Mainboard
Gabriel-Martinez,Shadowy Backstreet,2,Mainboard
Gabriel-Martinez,Stormchaser's Talent,4,Mainboard
Gabriel-Martinez,Swamp,1,Mainboard
Gabriel-Martinez,This Town Ain't Big Enough,4,Mainboard
Gabriel-Martinez,Concealed Courtyard,4,Mainboard
Gabriel-Martinez,Darkslick Shores,4,Mainboard
Gabriel-Martinez,Bleachbone Verge,2,Mainboard
Gabriel-Martinez,Adarkar Wastes,2,Mainboard
Gabriel-Martinez,Grim Bauble,2,Sideboard
Gabriel-Martinez,Loran of the Third Path,2,Sideboard
Gabriel-Martinez,No More Lies,3,Sideboard
Gabriel-Martinez,Tishana's Tidebinder,2,Sideboard
Gabriel-Martinez,Temporary Lockdown,2,Sideboard
Gabriel-Martinez,Rest in Peace,2,Sideboard
Gabriel-Martinez,Pest Control,1,Sideboard
Gabriel-Martinez,Destroy Evil,1,Sideboard
Gabriel-Nassif,Pyroclasm,1,Mainboard
Gabriel-Nassif,Spell Pierce,2,Mainboard
Gabriel-Nassif,Steamcore Scholar,4,Mainboard
Gabriel-Nassif,Abhorrent Oculus,4,Mainboard
Gabriel-Nassif,Fear of Missing Out,4,Mainboard
Gabriel-Nassif,Torch the Tower,4,Mainboard
Gabriel-Nassif,This Town Ain't Big Enough,4,Mainboard
Gabriel-Nassif,Recommission,2,Mainboard
Gabriel-Nassif,Island,1,Mainboard
Gabriel-Nassif,Helping Hand,4,Mainboard
Gabriel-Nassif,Proft's Eidetic Memory,3,Mainboard
Gabriel-Nassif,Stormchaser's Talent,4,Mainboard
Gabriel-Nassif,Obliterating Bolt,1,Mainboard
Gabriel-Nassif,Inspiring Vantage,3,Mainboard
Gabriel-Nassif,Spirebluff Canal,4,Mainboard
Gabriel-Nassif,Battlefield Forge,1,Mainboard
Gabriel-Nassif,Shivan Reef,4,Mainboard
Gabriel-Nassif,Adarkar Wastes,2,Mainboard
Gabriel-Nassif,Seachrome Coast,3,Mainboard
Gabriel-Nassif,Elegant Parlor,1,Mainboard
Gabriel-Nassif,Meticulous Archive,2,Mainboard
Gabriel-Nassif,Thundering Falls,1,Mainboard
Gabriel-Nassif,Loran of the Third Path,1,Mainboard
Gabriel-Nassif,Destroy Evil,2,Sideboard
Gabriel-Nassif,Break the Spell,3,Sideboard
Gabriel-Nassif,Ghost Vacuum,2,Sideboard
Gabriel-Nassif,Pyroclasm,1,Sideboard
Gabriel-Nassif,"Chandra, Spark Hunter",1,Sideboard
Gabriel-Nassif,Lightning Helix,1,Sideboard
Gabriel-Nassif,Screaming Nemesis,2,Sideboard
Gabriel-Nassif,Loran of the Third Path,1,Sideboard
Gabriel-Nassif,Get Out,1,Sideboard
Gabriel-Nassif,"Ral, Crackling Wit",1,Sideboard
Gabriel-Soto,Spiteful Hexmage,3,Mainboard
Gabriel-Soto,Blazemire Verge,4,Mainboard
Gabriel-Soto,Disturbing Mirth,4,Mainboard
Gabriel-Soto,Fear of Missing Out,4,Mainboard
Gabriel-Soto,Clockwork Percussionist,4,Mainboard
Gabriel-Soto,Nowhere to Run,3,Mainboard
Gabriel-Soto,Final Vengeance,4,Mainboard
Gabriel-Soto,Blackcleave Cliffs,4,Mainboard
Gabriel-Soto,Torch the Tower,4,Mainboard
Gabriel-Soto,Restless Vents,2,Mainboard
Gabriel-Soto,Hopeless Nightmare,4,Mainboard
Gabriel-Soto,Urabrask's Forge,4,Mainboard
Gabriel-Soto,"Sheoldred, the Apocalypse",3,Mainboard
Gabriel-Soto,Sulfurous Springs,4,Mainboard
Gabriel-Soto,Swamp,4,Mainboard
Gabriel-Soto,Mountain,4,Mainboard
Gabriel-Soto,Corrupted Conviction,1,Mainboard
Gabriel-Soto,Ghost Vacuum,2,Sideboard
Gabriel-Soto,Pyroclasm,2,Sideboard
Gabriel-Soto,"Braids, Arisen Nightmare",2,Sideboard
Gabriel-Soto,Molten Collapse,2,Sideboard
Gabriel-Soto,Duress,3,Sideboard
Gabriel-Soto,Preacher of the Schism,1,Sideboard
Gabriel-Soto,Withering Torment,1,Sideboard
Gabriel-Soto,"Gix, Yawgmoth Praetor",1,Sideboard
Gabriel-Soto,Nowhere to Run,1,Sideboard
Gareth-Antle,"Beza, the Bounding Spring",1,Mainboard
Gareth-Antle,Bleachbone Verge,2,Mainboard
Gareth-Antle,Caves of Koilos,1,Mainboard
Gareth-Antle,Concealed Courtyard,4,Mainboard
Gareth-Antle,Darkslick Shores,1,Mainboard
Gareth-Antle,Day of Judgment,2,Mainboard
Gareth-Antle,Fabled Passage,4,Mainboard
Gareth-Antle,Floodfarm Verge,2,Mainboard
Gareth-Antle,Get Lost,1,Mainboard
Gareth-Antle,Grim Bauble,2,Mainboard
Gareth-Antle,Helpful Hunter,3,Mainboard
Gareth-Antle,Island,2,Mainboard
Gareth-Antle,"Jace, the Perfected Mind",2,Mainboard
Gareth-Antle,Legions to Ashes,1,Mainboard
Gareth-Antle,Loran of the Third Path,1,Mainboard
Gareth-Antle,Momentum Breaker,3,Mainboard
Gareth-Antle,Nowhere to Run,2,Mainboard
Gareth-Antle,Nurturing Pixie,4,Mainboard
Gareth-Antle,Overlord of the Balemurk,3,Mainboard
Gareth-Antle,Plains,2,Mainboard
Gareth-Antle,Restless Anchorage,3,Mainboard
Gareth-Antle,Scrollshift,2,Mainboard
Gareth-Antle,Serra Paragon,4,Mainboard
Gareth-Antle,Shadowy Backstreet,1,Mainboard
Gareth-Antle,Sheoldred's Edict,1,Mainboard
Gareth-Antle,Swamp,2,Mainboard
Gareth-Antle,Temporary Lockdown,1,Mainboard
Gareth-Antle,This Town Ain't Big Enough,2,Mainboard
Gareth-Antle,Underground River,1,Mainboard
Gareth-Antle,Anoint with Affliction,1,Sideboard
Gareth-Antle,"Beza, the Bounding Spring",1,Sideboard
Gareth-Antle,Duress,2,Sideboard
Gareth-Antle,Get Lost,1,Sideboard
Gareth-Antle,Ghost Vacuum,2,Sideboard
Gareth-Antle,"Jace, the Perfected Mind",1,Sideboard
Gareth-Antle,Loran of the Third Path,1,Sideboard
Gareth-Antle,Pest Control,3,Sideboard
Gareth-Antle,Temporary Lockdown,1,Sideboard
Gareth-Antle,Urza's Sylex,1,Sideboard
Gareth-Antle,Grim Bauble,1,Sideboard
George-Ren,Heartfire Hero,4,Mainboard
George-Ren,Mountain,6,Mainboard
George-Ren,Questing Druid,3,Mainboard
George-Ren,Rockface Village,2,Mainboard
George-Ren,Hired Claw,4,Mainboard
George-Ren,Pawpatch Recruit,2,Mainboard
George-Ren,Torch the Tower,3,Mainboard
George-Ren,Monstrous Rage,4,Mainboard
George-Ren,Screaming Nemesis,3,Mainboard
George-Ren,Sentinel of the Nameless City,1,Mainboard
George-Ren,Emberheart Challenger,4,Mainboard
George-Ren,Manifold Mouse,4,Mainboard
George-Ren,Witchstalker Frenzy,1,Mainboard
George-Ren,Innkeeper's Talent,3,Mainboard
George-Ren,Thornspire Verge,4,Mainboard
George-Ren,Karplusan Forest,4,Mainboard
George-Ren,Soulstone Sanctuary,2,Mainboard
George-Ren,Restless Ridgeline,1,Mainboard
George-Ren,Copperline Gorge,4,Mainboard
George-Ren,Obliterating Bolt,1,Mainboard
George-Ren,Sentinel of the Nameless City,2,Sideboard
George-Ren,Pawpatch Formation,2,Sideboard
George-Ren,Torch the Tower,1,Sideboard
George-Ren,Pawpatch Recruit,1,Sideboard
George-Ren,Sunspine Lynx,2,Sideboard
George-Ren,Lithomantic Barrage,3,Sideboard
George-Ren,Witchstalker Frenzy,2,Sideboard
George-Ren,Pyroclasm,2,Sideboard
Gerardo-D'Elia,Forest,2,Mainboard
Gerardo-D'Elia,Island,1,Mainboard
Gerardo-D'Elia,Plains,2,Mainboard
Gerardo-D'Elia,Swamp,1,Mainboard
Gerardo-D'Elia,Day of Judgment,2,Mainboard
Gerardo-D'Elia,Leyline Binding,4,Mainboard
Gerardo-D'Elia,"Zur, Eternal Schemer",4,Mainboard
Gerardo-D'Elia,Sunfall,1,Mainboard
Gerardo-D'Elia,Up the Beanstalk,4,Mainboard
Gerardo-D'Elia,Get Lost,3,Mainboard
Gerardo-D'Elia,Cavern of Souls,3,Mainboard
Gerardo-D'Elia,Analyze the Pollen,2,Mainboard
Gerardo-D'Elia,Meticulous Archive,2,Mainboard
Gerardo-D'Elia,Lush Portico,4,Mainboard
Gerardo-D'Elia,Shadowy Backstreet,2,Mainboard
Gerardo-D'Elia,Underground Mortuary,2,Mainboard
Gerardo-D'Elia,Pest Control,2,Mainboard
Gerardo-D'Elia,"Beza, the Bounding Spring",2,Mainboard
Gerardo-D'Elia,Overlord of the Hauntwoods,4,Mainboard
Gerardo-D'Elia,Hushwood Verge,4,Mainboard
Gerardo-D'Elia,Overlord of the Mistmoors,3,Mainboard
Gerardo-D'Elia,Bleachbone Verge,1,Mainboard
Gerardo-D'Elia,Wastewood Verge,1,Mainboard
Gerardo-D'Elia,Ride's End,4,Mainboard
Gerardo-D'Elia,Negate,2,Sideboard
Gerardo-D'Elia,Destroy Evil,1,Sideboard
Gerardo-D'Elia,Tear Asunder,1,Sideboard
Gerardo-D'Elia,Doppelgang,1,Sideboard
Gerardo-D'Elia,Rest in Peace,3,Sideboard
Gerardo-D'Elia,Pest Control,2,Sideboard
Gerardo-D'Elia,"Beza, the Bounding Spring",1,Sideboard
Gerardo-D'Elia,Pawpatch Formation,1,Sideboard
Gerardo-D'Elia,"Nissa, Ascended Animist",1,Sideboard
Gerardo-D'Elia,Obstinate Baloth,2,Sideboard
Gerardo-Duarte,Heartfire Hero,4,Mainboard
Gerardo-Duarte,Hired Claw,4,Mainboard
Gerardo-Duarte,Emberheart Challenger,4,Mainboard
Gerardo-Duarte,Manifold Mouse,4,Mainboard
Gerardo-Duarte,Questing Druid,2,Mainboard
Gerardo-Duarte,Screaming Nemesis,4,Mainboard
Gerardo-Duarte,Burst Lightning,4,Mainboard
Gerardo-Duarte,Monstrous Rage,4,Mainboard
Gerardo-Duarte,Witchstalker Frenzy,1,Mainboard
Gerardo-Duarte,Innkeeper's Talent,3,Mainboard
Gerardo-Duarte,Mountain,6,Mainboard
Gerardo-Duarte,Copperline Gorge,4,Mainboard
Gerardo-Duarte,Karplusan Forest,4,Mainboard
Gerardo-Duarte,Thornspire Verge,4,Mainboard
Gerardo-Duarte,Rockface Village,2,Mainboard
Gerardo-Duarte,Pawpatch Recruit,3,Mainboard
Gerardo-Duarte,Soulstone Sanctuary,2,Mainboard
Gerardo-Duarte,Obliterating Bolt,1,Mainboard
Gerardo-Duarte,Torch the Tower,4,Sideboard
Gerardo-Duarte,Pawpatch Formation,2,Sideboard
Gerardo-Duarte,Questing Druid // Seek the Beast,2,Sideboard
Gerardo-Duarte,Sentinel of the Nameless City,2,Sideboard
Gerardo-Duarte,Obliterating Bolt,1,Sideboard
Gerardo-Duarte,Pawpatch Recruit,1,Sideboard
Gerardo-Duarte,Lithomantic Barrage,3,Sideboard
Gray-Payne,Analyze the Pollen,2,Mainboard
Gray-Payne,Ancient Cornucopia,2,Mainboard
Gray-Payne,"Atraxa, Grand Unifier",1,Mainboard
Gray-Payne,"Beza, the Bounding Spring",1,Mainboard
Gray-Payne,Cavern of Souls,3,Mainboard
Gray-Payne,Day of Judgment,2,Mainboard
Gray-Payne,Elspeth's Smite,3,Mainboard
Gray-Payne,Floodfarm Verge,2,Mainboard
Gray-Payne,Forest,1,Mainboard
Gray-Payne,Get Lost,2,Mainboard
Gray-Payne,Hedge Maze,2,Mainboard
Gray-Payne,Herd Migration,1,Mainboard
Gray-Payne,Hushwood Verge,4,Mainboard
Gray-Payne,Island,1,Mainboard
Gray-Payne,Leyline Binding,4,Mainboard
Gray-Payne,Lush Portico,3,Mainboard
Gray-Payne,Meticulous Archive,2,Mainboard
Gray-Payne,Overlord of the Floodpits,1,Mainboard
Gray-Payne,Overlord of the Hauntwoods,4,Mainboard
Gray-Payne,Overlord of the Mistmoors,3,Mainboard
Gray-Payne,Pest Control,1,Mainboard
Gray-Payne,Plains,3,Mainboard
Gray-Payne,Shadowy Backstreet,1,Mainboard
Gray-Payne,Sunfall,1,Mainboard
Gray-Payne,Swamp,1,Mainboard
Gray-Payne,Underground Mortuary,1,Mainboard
Gray-Payne,Up the Beanstalk,4,Mainboard
Gray-Payne,Wastewood Verge,1,Mainboard
Gray-Payne,"Zur, Eternal Schemer",3,Mainboard
Gray-Payne,Authority of the Consuls,2,Sideboard
Gray-Payne,Doppelgang,1,Sideboard
Gray-Payne,Elspeth's Smite,1,Sideboard
Gray-Payne,Negate,2,Sideboard
Gray-Payne,"Nissa, Ascended Animist",2,Sideboard
Gray-Payne,Obstinate Baloth,2,Sideboard
Gray-Payne,Pest Control,1,Sideboard
Gray-Payne,Rest in Peace,2,Sideboard
Gray-Payne,Split Up,1,Sideboard
Gray-Payne,Tear Asunder,1,Sideboard
Greg-Michel,Heartfire Hero,4,Mainboard
Greg-Michel,Hired Claw,4,Mainboard
Greg-Michel,Pawpatch Recruit,2,Mainboard
Greg-Michel,Emberheart Challenger,4,Mainboard
Greg-Michel,Manifold Mouse,4,Mainboard
Greg-Michel,Screaming Nemesis,4,Mainboard
Greg-Michel,Innkeeper's Talent,4,Mainboard
Greg-Michel,Monstrous Rage,4,Mainboard
Greg-Michel,Torch the Tower,4,Mainboard
Greg-Michel,Overprotect,2,Mainboard
Greg-Michel,Copperline Gorge,4,Mainboard
Greg-Michel,Thornspire Verge,4,Mainboard
Greg-Michel,Karplusan Forest,4,Mainboard
Greg-Michel,Soulstone Sanctuary,3,Mainboard
Greg-Michel,Rockface Village,1,Mainboard
Greg-Michel,Restless Ridgeline,2,Mainboard
Greg-Michel,Mountain,6,Mainboard
Greg-Michel,Questing Druid // Seek the Beast,4,Sideboard
Greg-Michel,Pawpatch Formation,3,Sideboard
Greg-Michel,Obstinate Baloth,2,Sideboard
Greg-Michel,Scorching Shot,2,Sideboard
Greg-Michel,Sentinel of the Nameless City,1,Sideboard
Greg-Michel,Torch the Witness,1,Sideboard
Greg-Michel,Lithomantic Barrage,1,Sideboard
Greg-Michel,Burst Lightning,1,Sideboard
Guillermo-Loli,Adarkar Wastes,4,Mainboard
Guillermo-Loli,Enduring Curiosity,3,Mainboard
Guillermo-Loli,Floodfarm Verge,4,Mainboard
Guillermo-Loli,Floodpits Drowner,4,Mainboard
Guillermo-Loli,Island,4,Mainboard
Guillermo-Loli,Novice Inspector,4,Mainboard
Guillermo-Loli,Plains,3,Mainboard
Guillermo-Loli,Regal Bunnicorn,4,Mainboard
Guillermo-Loli,Seachrome Coast,4,Mainboard
Guillermo-Loli,Sheltered by Ghosts,4,Mainboard
Guillermo-Loli,Spectral Sailor,1,Mainboard
Guillermo-Loli,Spyglass Siren,4,Mainboard
Guillermo-Loli,Steel Seraph,2,Mainboard
Guillermo-Loli,Raise the Past,1,Mainboard
Guillermo-Loli,Mockingbird,4,Mainboard
Guillermo-Loli,Warden of the Inner Sky,4,Mainboard
Guillermo-Loli,Restless Anchorage,2,Mainboard
Guillermo-Loli,Tishana's Tidebinder,1,Mainboard
Guillermo-Loli,Subterranean Schooner,2,Mainboard
Guillermo-Loli,Soulstone Sanctuary,1,Mainboard
Guillermo-Loli,Destroy Evil,2,Sideboard
Guillermo-Loli,Rest in Peace,2,Sideboard
Guillermo-Loli,Protect the Negotiators,3,Sideboard
Guillermo-Loli,Split Up,2,Sideboard
Guillermo-Loli,Wilt-Leaf Liege,1,Sideboard
Guillermo-Loli,Tishana's Tidebinder,2,Sideboard
Guillermo-Loli,Raise the Past,2,Sideboard
Guillermo-Loli,Requisition Raid,1,Sideboard
Guillermo-Sulimovich,Knight-Errant of Eos,4,Mainboard
Guillermo-Sulimovich,Imodane's Recruiter,4,Mainboard
Guillermo-Sulimovich,Nesting Bot,4,Mainboard
Guillermo-Sulimovich,Warleader's Call,2,Mainboard
Guillermo-Sulimovich,Novice Inspector,4,Mainboard
Guillermo-Sulimovich,Inspiring Vantage,4,Mainboard
Guillermo-Sulimovich,Yotian Frontliner,1,Mainboard
Guillermo-Sulimovich,Gleeful Demolition,4,Mainboard
Guillermo-Sulimovich,Sheltered by Ghosts,2,Mainboard
Guillermo-Sulimovich,Case of the Gateway Express,4,Mainboard
Guillermo-Sulimovich,Resolute Reinforcements,4,Mainboard
Guillermo-Sulimovich,"Arabella, Abandoned Doll",1,Mainboard
Guillermo-Sulimovich,Battlefield Forge,4,Mainboard
Guillermo-Sulimovich,Sunbillow Verge,4,Mainboard
Guillermo-Sulimovich,Mountain,1,Mainboard
Guillermo-Sulimovich,Plains,6,Mainboard
Guillermo-Sulimovich,Mirrex,3,Mainboard
Guillermo-Sulimovich,Warden of the Inner Sky,4,Mainboard
Guillermo-Sulimovich,Sheltered by Ghosts,1,Sideboard
Guillermo-Sulimovich,Rest in Peace,2,Sideboard
Guillermo-Sulimovich,Invasion of Gobakhan // Lightshield Array,4,Sideboard
Guillermo-Sulimovich,Destroy Evil,2,Sideboard
Guillermo-Sulimovich,Torch the Tower,2,Sideboard
Guillermo-Sulimovich,Lithomantic Barrage,2,Sideboard
Guillermo-Sulimovich,Requisition Raid,1,Sideboard
Guillermo-Sulimovich,Wilt-Leaf Liege,1,Sideboard
Ha-Pham,Adarkar Wastes,2,Mainboard
Ha-Pham,Underground River,3,Mainboard
Ha-Pham,Swamp,1,Mainboard
Ha-Pham,"Kaito, Bane of Nightmares",3,Mainboard
Ha-Pham,Fear of Isolation,4,Mainboard
Ha-Pham,Go for the Throat,2,Mainboard
Ha-Pham,Hopeless Nightmare,4,Mainboard
Ha-Pham,Darkslick Shores,4,Mainboard
Ha-Pham,Nowhere to Run,4,Mainboard
Ha-Pham,Nurturing Pixie,4,Mainboard
Ha-Pham,Optimistic Scavenger,4,Mainboard
Ha-Pham,Restless Anchorage,2,Mainboard
Ha-Pham,Seachrome Coast,4,Mainboard
Ha-Pham,Momentum Breaker,1,Mainboard
Ha-Pham,Stormchaser's Talent,4,Mainboard
Ha-Pham,Concealed Courtyard,4,Mainboard
Ha-Pham,This Town Ain't Big Enough,4,Mainboard
Ha-Pham,Caves of Koilos,3,Mainboard
Ha-Pham,Mockingbird,2,Mainboard
Ha-Pham,Defiled Crypt,1,Mainboard
Ha-Pham,Destroy Evil,3,Sideboard
Ha-Pham,Grim Bauble,2,Sideboard
Ha-Pham,Momentum Breaker,1,Sideboard
Ha-Pham,No More Lies,2,Sideboard
Ha-Pham,Rest in Peace,3,Sideboard
Ha-Pham,Shrouded Shepherd // Cleave Shadows,2,Sideboard
Ha-Pham,The Witch's Vanity,2,Sideboard
Han-Bing,Cacophony Scamp,4,Mainboard
Han-Bing,Callous Sell-Sword,3,Mainboard
Han-Bing,Copperline Gorge,4,Mainboard
Han-Bing,Emberheart Challenger,4,Mainboard
Han-Bing,Heartfire Hero,4,Mainboard
Han-Bing,Karplusan Forest,4,Mainboard
